energy-kcal_value,fat_value,saturated-fat_value,carbohydrates_value,sugars_value,proteins_value,salt_value,sodium_value,energy_value,off:nutriscore_score,off:ecoscore_score,cluster,code
361.0,6.7,1.3,56.0,1.2,14.0,0.0,0.0,1511.0,-5.0,67.0,2,4000540040104
388.0,4.8,2.0,73.6,22.4,8.8,0.22,0.088,1626.0,-1.0,15.0,0,7613031421459
359.0,2.0,0.5,71.0,3.5,13.0,0.01,0.004,1521.0,-4.0,45.5032693093584,2,8076809519977
341.0,4.5,0.7,60.0,1.0,9.6,0.0,0.0,1440.0,-6.0,78.0,2,8480000348043
380.0,2.8,0.6,75.2,24.9,8.4,0.44,0.176,1590.0,0.0,30.0,0,3387390335859
381.0,6.6,3.7,66.0,23.0,8.9,0.39,0.156,1607.0,8.0,29.0,0,3560071015725
394.0,5.1,2.6,76.0,20.0,8.6,0.83,0.332,1666.0,8.0,29.0,0,3159470204948
392.0,3.41,0.41,83.0,0.5,6.41,0.01,0.004,1663.0,-2.0,30.0,2,8414472201421
456.0,17.0,4.9,62.4,17.5,9.8,0.14,0.056,1915.0,7.0,66.0,0,4056489210009
402.0,6.6,1.2,68.0,7.3,13.0,0.2,0.08,1697.0,-3.0,25.0,2,2004060076003
371.0,1.0,0.2,80.0,4.2,8.0,1.8,0.72,1573.0,6.0,30.0,2,8008698002223
224.0,10.0,4.7,28.0,3.7,4.7,1.2,0.48,938.0,10.0,36.0,4,8410300352280
82.0,1.4,0.4,14.0,6.7,2.5,0.5,0.2,344.0,-2.0,76.0,4,8480000167125
352.0,5.9,3.4,61.5,16.1,8.5,0.12,0.048,352.0,0.0,66.0,2,8480017372017
372.0,2.2,0.4,71.0,14.0,11.0,0.5,0.2,1570.0,-1.0,39.0,2,3560070252268
104.0,3.9,0.4,11.9,3.9,3.8,0.0012,0.00048,434.0,-3.0,79.0,4,20934149
383.0,1.4,0.6,83.0,8.9,7.5,1.3,0.52,383.0,2.0,25.0,2,5900020036087
330.0,1.8,0.68,62.0,1.4,12.0,0.029,0.0116,1396.0,-6.0,77.0,2,8480000291349
472.0,21.0,7.8,59.0,21.0,9.3,0.59,0.236,1975.0,13.0,56.0,0,3560071013097
365.0,1.0,0.9,79.7,0.0,7.7,0.1,0.04,1548.0,0.0,45.5032693093584,2,8710605092011
350.0,1.0,0.0,78.0,0.0,7.0,0.0,0.0,350.0,0.0,75.0,2,5941634000019
446.0,17.0,11.0,63.0,21.0,7.4,0.32,0.128,1871.0,15.0,56.0,0,3560071013004
363.0,7.0,2.0,62.0,1.0,12.0,0.0,0.0,363.0,-5.0,25.0,2,5060120282040
54.0,1.65,1.0,6.05,5.0,3.5,0.1,0.04,54.0,-1.0,45.5032693093584,4,7613035591066
346.0,1.6,0.4,69.0,2.5,12.0,0.0,0.0,1484.0,-5.0,66.0,2,8011033012108
448.0,15.0,6.0,69.0,22.0,7.0,0.35,0.14,448.0,10.0,66.0,0,8480000095480
348.0,1.0,0.3,77.3,0.2,6.9,0.0,0.0,348.0,0.0,12.0,2,8001420009118
409.0,5.1,0.9,81.0,25.0,8.5,1.0,0.4,409.0,12.0,25.0,0,8480000235275
235.29411764706,1.4705882352941,0.0,44.117647058824,0.0,14.705882352941,0.5514705882353,0.22058823529412,235.29411764706,-6.0,70.0,2,73472001202
358.0,3.0,0.7,69.0,2.3,12.5,0.92,0.368,1517.0,1.0,74.0,2,5410028120126
202.0,8.5,4.1,25.8,3.3,4.4,1.6,0.64,847.0,11.0,46.0,4,5997523324315
423.0,11.0,1.1,68.0,2.0,11.1,1.6,0.64,1771.0,8.0,45.5032693093584,2,8008620009337
334.0,3.5,0.7,48.0,18.0,14.0,0.0,0.0,334.0,-3.0,25.0,2,8010265645207
341.0,1.6,0.2,72.7,0.8,6.6,6.061229070705468,2.4244916282821873,341.0,2.9960358497069977,45.5032693093584,2,6420223000030
346.0,2.0,0.5,66.0,3.0,12.0,0.03,0.012,346.0,-6.0,45.5032693093584,2,8410069018458
49.0,0.8,0.2,9.5,6.6,0.9,0.01,0.004,49.0,1.0,52.0,4,8480017235619
99.0,4.3,2.0,12.2,0.7,2.2,0.8,0.32,414.0,2.9960358497069977,52.0,4,4056489754541
392.0,1.3,0.3,84.0,15.0,8.0,0.84,0.336,1600.0,1.0,25.0,2,5059319025681
467.0,10.0,0.9,79.0,1.5,11.0,2.3,0.92,467.0,10.0,43.0,2,8402001010187
134.0,0.9,0.1,28.0,0.5,2.7,0.01,0.004,568.0,0.0,12.0,4,5010034013674
198.0,4.0,0.6,30.4,3.5,4.9,1.1,0.44,198.0,-2.0,79.0,4,20507343
145.0,2.7,0.5,23.0,0.5,5.0,0.0,0.0,607.0,-5.0,62.0,4,4008713710861
383.0,2.5,0.6,66.0,22.0,20.0,0.28,0.112,383.0,-1.0,40.0,2,5010029221084
60.0,0.8,0.6,13.0,6.5,0.5,0.08,0.032,255.0,1.0,88.0,4,8023678162322
360.0,1.4,0.2,73.0,1.5,12.0,0.0,0.0,1514.0,-5.0,45.5032693093584,2,8410173072025
466.0,17.0,11.0,70.0,28.0,7.1,0.5,0.2,466.0,23.0,73.0,0,8480000141422
406.0,17.0,3.0,32.0,7.0,24.0,0.03,0.012,1698.0,-2.0,83.0,2,4104420217027
379.0,0.9,0.3,83.6,0.9,7.5,0.96,0.384,1608.0,1.0,39.0,2,20760441
408.0,13.8,1.8,49.2,3.7,13.2,1.43,0.572,1709.0,7.0,88.0,2,20918286
471.0,20.0,7.1,61.0,19.0,9.7,0.4,0.16,1976.0,12.0,71.0,0,3560071013059
357.0,6.1,0.7,58.0,2.7,14.0,0.01,0.004,1508.0,-6.0,23.0,2,3560071081751
392.0,1.4,0.3,84.0,17.0,8.0,0.95,0.38,1663.0,6.0,25.0,0,5000127524026
359.0,2.0,0.5,71.0,3.5,13.0,0.01,0.004,1521.0,-4.0,45.5032693093584,2,8076800195132
347.0,5.7,1.0,57.6,1.0,10.9,0.01,0.004,347.0,-6.0,40.0,2,8422584013115
393.0,3.5,0.6,81.0,0.8,7.8,2.2,0.88,1663.0,10.0,43.0,2,8423207000062
443.0,15.0,2.4,69.0,3.4,6.9,1.6,0.64,1863.0,12.0,48.0,2,8423207209458
474.0,18.0,11.0,70.0,28.0,7.1,0.13,0.052,474.0,21.0,43.0,0,8423207209908
395.0,21.5,10.5,42.0,1.4,7.1,1.0,0.4,395.0,18.0,32.0,1,8480000634511
56.0,0.7,0.2,11.0,8.1,1.1,0.04,0.016,236.0,1.0,63.0,4,8480017151599
99.0,4.3,2.1,13.0,1.1,1.8,1.0,0.4,414.0,6.0,66.0,4,8852018201021
254.0,5.6,2.5,38.9,3.9,9.4,0.77,0.308,1069.0,3.0,60.0,2,20284503
353.0,2.0,0.3,65.0,3.3,15.0,0.08,0.032,1494.0,-6.0,74.0,2,8004690611500
60.0,2.6,0.3,8.0,4.0,0.8,0.1,0.04,251.0,0.0,74.0,4,3560071257187
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,1458.0,-4.0,45.5032693093584,2,8410069018960
342.0,1.2,0.1,68.5,0.5,12.0,0.01,0.004,342.0,-5.0,88.0,2,3068110361906
362.0,4.8,0.9,60.0,1.2,17.0,0.01,0.004,1495.0,-6.0,45.5032693093584,2,3560071012403
481.0,19.0,4.5,66.0,24.0,9.5,0.45,0.18,2020.0,12.0,66.0,0,3560071013011
384.0,3.9,1.4,75.0,0.5,9.5,0.5,0.2,1625.0,-3.0,58.0,2,4104420139565
362.0,2.0,0.6,69.0,4.2,12.0,0.28,0.112,1531.0,-5.0,48.0,2,5010029220773
484.0,22.0,10.0,62.0,25.0,7.0,0.73,0.292,484.0,18.0,25.0,0,5053827182225
346.0,0.80000001192093,0.10000000149012,77.900001525879,0.30000001192093,7.3000001907349,0.0,0.0,1471.0,-1.0,26.0,2,8410169010147
358.0,3.3,1.0,68.0,3.5,12.0,0.08,0.032,358.0,-5.0,45.5032693093584,2,8480000063212
379.0,3.4,1.6,74.0,25.0,9.3,0.22,0.088,379.0,0.0,54.0,2,3560071267032
383.0,2.9,0.6,61.8,0.5,26.2,0.38,0.152,383.0,-2.0,25.0,2,8414472104142
124.0,1.78,0.5,2.9,0.4,24.1,0.58,0.232,525.0,-2.0,76.0,4,8480000865274
355.0,1.9,0.3,70.0,4.5,13.0,0.02,0.008,1505.0,-4.0,65.0,2,3560070329038
442.0,15.0,5.8,64.0,17.0,8.8,0.48,0.192,1857.0,10.0,65.0,0,3560071013073
366.0,1.5,0.3,74.0,3.5,12.0,0.04,0.016,1499.0,-5.0,45.5032693093584,2,8480000062451
366.0,1.5,0.3,74.0,3.5,12.0,0.04,0.016,1499.0,-5.0,60.0,2,8480000062468
475.0,20.0,12.0,65.0,26.0,6.8,0.6,0.24,475.0,17.0,43.0,0,8480000140791
522.0,31.0,3.0,52.0,1.0,6.4,2.4,0.96,2177.0,13.0,79.0,1,8480000348210
389.0,4.0,1.6,75.0,25.0,9.9,0.22,0.088,1645.0,0.0,29.0,0,3560071007287
160.0,9.0,1.0,15.0,7.0,3.0,250.0,100.0,160.0,0.0,52.0,4,190646630089
664.0,58.5,9.4,5.2,0.002,24.9,0.03,0.012,2743.0,12.0,43.0,1,5000169251201
344.0,2.0,0.5,68.0,3.5,12.0,0.03,0.012,1458.0,-4.0,45.5032693093584,2,8410069018991
474.0,18.0,7.5,70.0,24.0,5.9,0.19,0.076,1909.0,15.0,65.0,0,3245413504531
377.0,7.0,1.0,66.3,1.0,11.1,0.01,0.004,1670.0,-6.0,79.0,2,3273120011165
381.0,1.4,0.6,82.6,9.1,7.4,1.81,0.724,1613.0,10.0,30.0,2,5900020023797
392.0,3.1,0.6,81.0,0.7,9.1,0.5,0.2,1663.0,0.0,58.0,2,8422584315813
352.0,1.3,0.1,72.0,1.0,12.0,0.01,0.004,1494.0,-3.0,109.0,2,20840075
368.0,7.5,1.2,58.0,1.0,11.0,0.03,0.012,368.0,-5.0,67.0,2,8480012001073
55.0,1.7,0.3,9.2,6.5,0.9,0.05,0.02,55.0,1.0,52.0,4,24044769
40.0,1.2,0.2,5.9,0.0,0.9,0.11,0.044,170.0,-1.0,71.0,4,8410128784201
326.0,7.3,0.9,55.0,3.2,9.4,0.9,0.36,1377.0,0.0,73.0,2,3245412563256
354.0,5.5,0.9,45.0,3.0,26.0,0.0,0.0,1490.0,-11.0,79.0,2,3560070823826
392.0,1.3,0.3,84.0,15.0,8.0,0.84,0.336,1660.0,1.0,25.0,2,5000127169456
352.0,1.2,0.2,75.0,1.3,9.0,0.03,0.012,352.0,-1.0,79.0,2,8410069021649
164.0,2.4,0.4,31.0,7.01385520495312,4.0,0.1975,0.079,686.0,2.9960358497069977,3.0,4,8410184800068
468.0,17.0,9.8,69.0,26.0,7.1,0.0,0.0,468.0,14.0,43.0,0,8423207000086
342.0,2.0,0.40000000596046,65.0,2.7999999523163,12.0,0.029999999329448,0.0119999997317792,342.0,-1.0,60.0,2,4056489043720
80.0,1.9,0.5,10.8,5.2,2.9,0.4,0.16,80.0,-4.0,76.0,4,3083681137811
380.0,3.5,0.6,76.0,1.2,8.8,0.21,0.084,1591.0,-6.0,33.0,2,8414472104333
424.0,6.1,3.2,81.0,17.0,8.2,0.64,0.256,424.0,8.0,25.0,0,5059319026176
381.0,3.7,0.8,76.0,0.6,8.8,0.3,0.12,1634.0,0.0,48.0,2,20083892
378.0,20.0,14.0,40.0,2.0,5.9,0.99,0.396,1578.0,17.0,53.0,1,3270190204008
36.0,0.7,0.1,7.4,2.5,0.5,0.05,0.02,153.0,0.0,79.0,4,3596710325016
428.0,15.0,6.0,64.0,25.0,7.0,0.03,0.012,1798.0,10.0,66.0,0,3596710446544
380.0,1.0,0.6,84.0,0.8,7.3,1.8,0.72,380.0,11.0,25.0,2,5601066600118
430.0,13.0,2.0,65.0,1.1,11.0,1.4,0.56,1807.0,8.0,72.0,2,5604321028757
408.0,7.9,1.4,72.8,25.0,8.2,0.49,0.196,1720.0,8.0,39.0,0,7613033481314
356.0,1.6,0.3,69.5,3.1,14.5,0.01,0.004,1510.0,-4.0,45.5032693093584,2,8008343200035
402.0,7.9,7.9,65.0,14.0,11.0,0.26,0.104,402.0,11.0,61.0,0,8410199015617
445.0,13.0,4.6,75.0,29.0,6.0,0.5,0.2,445.0,17.0,25.0,0,8434165444881
193.0,4.8,0.7,32.0,5.2,4.1,0.01,0.004,812.0,-2.0,67.0,4,8710398507990
65.0,1.5,0.2,11.0,6.8,1.3,0.16,0.064,65.0,0.0,52.0,4,7394376615986
378.0,0.9,0.2,84.0,8.0,7.0,1.1,0.44,1604.0,2.0,25.0,2,5000127010093
376.0,6.5,1.2,62.1,1.0,11.8,0.08,0.032,1586.0,-5.0,25.0,2,8421691741348
335.0,2.6,0.5,60.0,3.3,14.0,0.02,0.008,1417.0,-6.0,45.5032693093584,2,8410069018441
341.0,1.2,0.2,70.0,1.8,11.0,0.0,0.0,1445.0,-4.0,106.0,2,3560071407858
48.0,1.8,0.1,7.1,3.4,0.5,0.1,0.04,200.0,-1.0,52.0,4,3256226680985
355.0,0.8,0.2,79.0,0.5,7.3,0.02,0.008,1509.0,-1.0,18.0,2,3560070822270
182.0,3.4,0.6,30.0,0.5,5.3,0.8,0.32,766.0,-2.0,33.0,4,3560071117177
71.0,3.3,0.3,8.8,5.8,1.1,0.08,0.032,71.0,1.0,63.0,4,8410148505930
349.0,2.9,0.71,72.0,1.0,7.6,0.01,0.004,1483.0,-2.0,17.0,2,8410830001214
373.0,0.8,0.2,82.0,7.0,8.0,1.6,0.64,373.0,9.0,30.0,2,8480012000939
376.0,2.0,0.3,80.0,1.2,8.2,0.85,0.34,376.0,2.0,48.0,2,8480017112866
447.0,17.4,9.6,60.7,26.4,8.2,0.2,0.08,447.0,19.0,61.0,0,8480017372031
290.0,3.2,1.0,54.0,1.0,11.0,0.07,0.028,1228.0,-4.0,45.5032693093584,2,8480000061539
441.0,18.0,1.8,52.0,3.2,14.0,1.1,0.44,441.0,0.0,72.0,2,8414139005997
345.0,0.7,0.2,76.0,0.6,7.9,0.01,0.004,1465.0,0.0,20.0,2,8480000050205
487.0,20.0,2.6,69.0,25.0,6.4,0.6,0.24,487.0,15.0,44.0,0,8480000141590
349.0,1.8,0.4,69.0,2.1,12.0,0.0,0.0,1477.0,-5.0,80.0,2,4056489565666
403.0,4.7,0.6,80.0,25.0,7.9,0.2,0.08,1703.0,1.0,25.0,0,8480000805157
375.0,0.6,0.1,87.0,37.0,4.5,0.83,0.332,375.0,13.0,25.0,0,5059319023199
440.0,8.0,1.001,85.0,7.01385520495312,8.0,1.45,0.58,440.0,2.9960358497069977,12.0,2,748404287947
350.0,0.6,0.2,78.0,0.2,7.4,0.0,0.0,1485.0,-1.0,2.0,2,3245412435256
347.0,0.4,0.2,83.0,0.5,2.1,1.7,0.68,1475.0,10.0,45.5032693093584,2,3245412670176
349.0,1.5,0.3,70.0,2.9,12.0,0.03,0.012,1478.0,-4.0,65.0,2,3560070328918
453.0,16.0,7.5,65.0,19.0,8.5,0.35,0.14,1902.0,12.0,55.0,0,3560070385843
456.0,13.0,2.0,75.0,26.0,6.6,0.62,0.248,1919.0,8.0,29.0,0,3560070737710
402.0,6.5,3.9,75.0,22.0,7.4,0.62,0.248,402.0,9.0,25.0,0,3560071013127
365.0,2.4,0.4,62.0,4.7,19.0,0.2,0.08,1545.0,-5.0,49.0,2,5010029222005
385.0,4.6,1.3,73.0,25.0,8.6,0.22,0.088,1626.0,0.0,19.0,0,8410100026824
160.0,3.6,0.5,24.0,1.2,6.0,0.5,0.2,671.0,-2.0,23.0,4,8410184030137
374.0,8.0,1.5,60.0,1.1,11.0,0.01,0.004,374.0,-5.0,62.0,2,8410199016164
109.0,2.8,0.7,15.0,7.0,3.2,0.04,0.016,109.0,-9.0,79.0,4,8413567031042
474.0,18.0,11.0,70.0,28.0,7.0999999046326,0.13,0.052,474.0,21.0,43.0,0,8423207000093
48.0,0.7,0.1,8.5,5.5,1.6,0.03,0.012,201.0,1.0,85.0,4,8423352107036
377.0,1.1,0.5,84.0,7.1,6.0,1.8,0.72,1604.0,9.0,29.0,2,8480017669568
436.0,14.0,6.7,70.0,4.8,7.6,4.9,1.96,1837.0,2.9960358497069977,59.0,2,8801043031011
465.0,18.6,9.5,61.0,18.4,9.9,0.29,0.116,465.0,14.0,61.0,0,8480017174666
355.0,0.8,0.2,79.0,0.5,7.3,0.02,0.008,1509.0,-1.0,17.0,2,3560071016548
388.0,4.4,1.0,75.0,24.0,9.1,0.34,0.136,388.0,0.0,25.0,0,8480017256898
49.0,0.9,0.1,9.1,4.6,1.0,0.1,0.04,49.0,1.0,78.0,4,24038133
354.0,2.0,0.4,70.0,3.6,12.0,0.03,0.012,1500.0,-5.0,45.5032693093584,2,3245412886171
355.0,1.9,0.3,70.0,4.5,13.0,0.02,0.008,1505.0,-4.0,65.0,2,3560070328857
366.0,3.8,1.6,68.0,17.0,10.0,0.18,0.072,366.0,-2.0,39.0,2,5010029212655
448.0,14.7,4.6,67.7,18.7,8.0,0.03,0.012,448.0,8.0,51.0,0,5010477304285
61.0,0.9,0.2,13.1,8.5,0.2,0.1,0.04,259.0,1.0,91.0,4,8001860810008
444.0,14.0,1.6,71.0,1.5,6.9,0.89,0.356,444.0,0.0,49.0,2,8423207207461
378.0,6.4000000953674,3.8,67.1,24.10000038147,8.6000003814697,1.12,0.448,378.0,11.0,39.0,0,8480017371768
354.0,4.9,0.93,58.1,1.75,14.67,0.25,0.1,1492.0,-5.0,62.0,2,8414472102322
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,2.9960358497069977,34.0,2,20247775
147.0,8.4,1.3,54.1,1.0,12.1,0.01,0.004,617.0,-8.0,76.0,2,5010026518262
374.0,8.0,1.5,60.0,1.1000000238419,11.0,0.0,0.0,374.0,0.0,76.0,2,5000108002192
506.0,40.0,3.0,3.0,2.0,20.0,0.1,0.04,506.0,-2.0,26.0,1,8422584316452
447.0,14.0,2.0,72.0,1.0,6.0,1.8,0.72,447.0,13.0,45.5032693093584,2,8480000135971
67.0,3.3,0.3,5.7,1.2,3.1,0.15,0.06,67.0,-2.0,89.0,4,8423352107074
351.0,5.1,1.8,64.1,0.8,12.1,0.89,0.356,1477.0,-2.0,15.0,2,5900020043481
258.0,7.5,3.3,36.3,6.0,8.5,1.3,0.52,258.0,7.0,45.5032693093584,2,20498948
345.0,1.0,0.2,76.0,0.0,7.4,0.0,0.0,1463.0,-1.0,17.0,2,3270190195986
425.0,12.0,2.8,70.0,28.0,6.0,0.6,0.24,1786.0,10.0,29.0,0,3560070896745
360.0,5.5,0.9,54.0,1.5,19.0,0.04,0.016,1519.0,-6.0,16.0,2,3560070944873
384.0,0.7,0.1,87.0,0.6,6.5,0.28,0.112,384.0,-1.0,72.0,2,3596710323210
43.0,1.2,0.2,7.2,5.0,0.5,0.08,0.032,182.0,1.0,71.0,4,3596710354238
375.0,7.0,1.3,59.0,0.7,14.0,0.02,0.008,1570.0,-5.0,62.0,2,4001507111011
377.0,2.5,0.8,70.0,25.0,15.0,6.061229070705468,2.4244916282821873,1577.0,2.9960358497069977,25.0,0,7613036525893
351.0,1.5,0.3,69.0,3.4,14.0,0.0,0.0,1490.0,-4.0,67.0,2,8001250120236
459.0,17.0,2.7000000476837,69.0,2.7000000476837,6.5,1.0,0.4,459.0,10.0,43.0,2,8423207208031
69.0,1.2,0.2,12.0,7.9,2.1,0.05,0.02,69.0,-1.0,63.0,4,8423352106442
359.0,1.7,0.3,74.0,3.1,12.0,0.04,0.016,1525.0,-6.0,60.0,2,8480000063052
415.0,12.7,3.8,67.0,28.1,6.0,0.58,0.232,415.0,16.0,25.0,0,8480017041647
394.0,5.5,3.8,75.7,22.0,7.3,0.63,0.252,394.0,8.0,29.0,0,8480017679291
333.0,3.6,0.5,61.0,20.0,9.1,0.15,0.06,333.0,-2.0,66.0,2,4008713711097
219.0,9.7,4.5,26.1,4.6,5.4,1.9,0.76,219.0,2.9960358497069977,75.0,4,5997523315511
359.0,2.6,0.4,65.0,14.0,12.0,0.68,0.272,359.0,0.0,30.0,2,5000127061828
371.0,3.2,0.5,69.0,14.0,12.0,0.78,0.312,1553.0,0.0,25.0,2,5053827205665
371.0,1.0,0.2,1.0,0.5,80.0,1.1,0.44,371.0,-2.0,25.0,1,8414472102308
481.0,20.6,2.6,60.0,2.4,11.2,0.87,0.348,481.0,6.0,79.0,2,8411859560010
334.0,3.5,0.7,48.0,18.0,14.0,0.9,0.36,334.0,0.0,25.0,2,5059319007731
509.0,26.0,9.0,63.0,35.0,4.3,0.5,0.2,509.0,20.0,47.0,0,4056489487241
52.0,0.8,0.1,10.0,6.6,1.1,0.01,0.004,52.0,1.0,52.0,4,8480010204674
104.0,1.7,0.4,17.0,6.6,3.5,0.01,0.004,438.0,-5.0,45.5032693093584,4,8420695004176
377.0,2.0,0.3,83.0,0.5,6.0,1.6,0.64,1600.0,11.0,48.0,2,24026192
376.0,2.6,0.3,67.0,2.9,15.0,0.09,0.036,376.0,-6.0,53.0,2,3421557111051
348.0,2.4,0.4,63.0,1.0,15.0,0.01,0.004,1471.0,-6.0,79.0,2,3560071006259
133.0,3.0,1.9,23.4,0.6,2.5,0.3,0.12,560.0,1.0,-2.0,4,5011157888163
382.0,1.9,0.9,84.0,17.0,6.3,0.65,0.26,382.0,6.0,30.0,0,5050083545221
397.0,5.9,3.0,75.0,21.0,8.4,0.8,0.32,1677.0,9.0,25.0,0,5053827168861
351.0,1.0,0.0,70.0,3.0,14.0,0.0,0.0,1489.0,-4.0,45.5032693093584,2,8000139910142
382.0,2.0,0.6,81.0,11.0,7.1,0.75,0.3,382.0,0.0,25.0,2,8008698005903
55.0,1.1,0.1,10.5,5.5,0.7,0.08,0.032,231.0,1.0,81.0,4,8023678162216
52.0,1.0,0.1,10.0,4.0,0.3,0.07,0.028,52.0,0.0,70.0,4,8423352104134
280.0,26.8,3.4,1.7,1.7,7.9,2.0,0.8,1155.0,14.0,45.5032693093584,1,8480000523365
339.2182325527606,7.65050532628694,1.8769132209561203,55.75208659200276,7.01385520495312,9.400641515028987,6.061229070705468,2.4244916282821873,597.0493601720625,23.0,59.0,0,8852018101147
386.0,4.3,0.7,75.0,19.0,8.4,0.2,0.08,386.0,-2.0,35.0,2,5010029005554
388.0,12.0,1.3,45.0,4.9,14.0,0.31,0.124,388.0,-3.0,25.0,2,5059319001203
362.0,8.5,1.5,48.5,1.2000000476837,15.10000038147,0.01,0.004,1521.0,-5.0,79.0,2,8480000168085
470.0,20.0,2.1,58.0,2.2,9.3,0.51,0.204,1965.0,-3.0,45.5032693093584,2,5055958706011
454.0,11.0,1.3,68.0,16.0,15.0,0.3,0.12,454.0,0.0,66.0,2,24026086
382.0,1.9,0.7,80.0,30.0,8.6,0.35,0.14,1618.0,6.0,29.0,0,3560070330836
390.0,3.0,0.2,78.0,28.0,10.0,0.0,0.0,1652.0,0.0,29.0,0,3560070800384
405.0,15.0,1.5,49.0,13.0,13.0,0.03,0.012,1697.0,-2.0,76.0,2,4006040419952
386.0,1.9,0.9,84.0,17.0,6.3,0.65,0.26,1621.0,2.0,39.0,2,5053827184922
386.0,3.5,0.7,73.0,1.1,13.0,0.58,0.232,386.0,2.9960358497069977,66.0,2,8002885004212
351.0,1.0,0.3,70.0,4.0,14.0,0.02,0.008,1489.0,-4.0,67.0,2,8004690052044
183.0,4.3,0.6,28.0,1.2,4.9,0.3,0.12,739.0,-5.0,45.5032693093584,4,8410184023931
377.0,2.0,0.3,83.0,0.5,6.0,1.9,0.76,377.0,10.0,48.0,2,8410376033144
443.0,15.0,1.8,69.0,4.2,7.0,2.1625,0.865,443.0,14.0,44.0,0,8423207206792
389.0,7.1,4.6,74.0,26.0,5.9,0.8,0.32,389.0,13.0,43.0,0,8480000093479
343.0,6.0,1.8769132209561203,59.0,1.0,10.0,0.01,0.004,1449.0,2.9960358497069977,79.0,2,8435173007099
347.0,1.9,0.4,67.0,3.2,12.0,0.05,0.02,1469.0,-6.0,73.0,2,8480000065940
66.0,1.4,0.95,12.0,9.0,0.9,0.0,0.0,274.0,0.0,70.0,4,8410171037552
541.0,43.0,3.8,5.1,1.0,23.0,0.1,0.04,2237.0,-1.0,35.0,1,8480000868121
144.0,3.2,0.9,24.0,3.6,4.4,0.95,0.38,609.0,2.9960358497069977,76.0,4,20224578
377.0,0.8,0.1,84.0,6.5,6.8,1.9,0.76,1599.0,9.0,25.0,2,3560070466894
470.0,18.0,6.2,67.0,26.0,8.2,0.35,0.14,1974.0,13.0,66.0,0,3560071013066
375.0,1.5,0.3,79.0,15.0,9.0,1.0,0.4,1588.0,7.0,25.0,2,5000127160491
425.0,13.6,2.6,61.9,17.2,10.4,0.03,0.012,425.0,0.0,51.0,2,5010477346612
378.0,0.9,0.2,84.0,8.0,7.0,1.12,0.448,1604.0,2.0,39.0,2,5053827111188
481.0,22.0,11.0,60.0,19.0,8.0,0.8,0.32,481.0,18.0,51.0,0,5053827187466
182.0,2.7,0.3,36.0,0.1,3.4,0.31,0.124,770.0,1.0,38.0,4,8410184013086
376.0,6.5,1.2,62.0,1.0,11.8,0.08,0.032,376.0,-5.0,62.0,2,8412224009257
376.0,1.3,0.7,78.7,16.1,10.4,0.93,0.372,1574.0,11.0,25.0,0,8414807501837
342.0,1.8999999761581,0.30000001192093,63.0,0.69999998807907,14.0,0.0099999997764826,0.003999999910593,342.0,-6.0,88.0,2,8480000291745
377.0,1.6,0.3,81.0,34.0,7.1,0.02,0.008,377.0,6.0,25.0,0,4003994637159
34.0,1.4,0.2,5.2,0.0,0.2,0.08,0.032,143.0,0.0,78.0,4,5411188129554
389.0,2.1,0.4,83.0,0.8,8.0,1.1,0.44,1650.0,1.0,43.0,2,8431876332438
379.0,15.03,7.5,49.3,6.5,8.7,2.4,0.96,379.0,8.0,52.0,0,8480000087300
365.0,1.6,0.5,75.0,1.7,8.6,0.93,0.372,365.0,-2.0,37.0,2,2004060059235
392.0,3.4,0.5,80.2,16.8,7.4,0.28,0.112,1659.0,-1.0,30.0,2,5900020040558
382.0,3.2000000476837,0.69999998807907,78.0,0.60000002384186,8.6000003814697,0.50999999046326,0.203999996185304,382.0,1.0,43.0,2,24026116
345.0,1.0,0.2,76.0,0.0,7.4,0.0,0.0,1463.0,-1.0,17.0,2,3270190124153
146.0,4.6,0.7,20.0,0.5,4.5,0.4,0.16,146.0,0.0,38.0,4,3560071117146
406.0,11.0,4.7,61.0,22.0,11.0,0.25,0.1,406.0,9.0,71.0,0,4000540041880
380.0,6.0,3.5,69.0,24.0,8.0,1.0,0.4,1603.0,10.0,29.0,0,5000127077225
368.0,1.5,0.2,75.0,27.0,9.0,0.62,0.248,368.0,6.0,25.0,0,5011476102520
345.0,2.8,0.6,61.0,2.4,15.0,0.01,0.004,345.0,-6.0,45.5032693093584,2,8001250310125
373.0,1.2,0.2,80.0,1.3,8.3,2.7,1.08,1580.0,11.0,39.0,2,8431876144451
366.0,1.5,0.3,74.0,3.5,12.0,0.04,0.016,1499.0,-5.0,65.0,2,8480000063229
451.0,17.0,4.5,61.0,21.0,9.6,0.53,0.212,451.0,10.0,79.0,0,24026079
392.0,7.0,0.6,65.0,12.0,13.0,0.63,0.252,1651.0,-2.0,29.0,2,5053827204620
342.0,0.3,0.1,79.1,15.9,5.8,0.0,0.0,342.0,4.0,25.0,2,8410100022208
275.0,7.8,2.3,38.0,3.8,12.0,1.2,0.48,1157.0,5.0,45.5032693093584,2,24075756
380.0,1.1,0.2,85.0,27.0,5.4,0.83,0.332,380.0,8.0,25.0,0,5053827201452
